,age,ageCond,birthday,buG1fAccTime,buG1fOrd,buG2fAccTime,buG2fOrd,buG3fAccTime,buG3fOrd,buG4fAccTime,buG4fOrd,buG6fAccTime,buG6fOrd,buG8fAccTime,buG8fOrd,buS1fAccTime,buS1fOrd,buS1fTime,bu_10_8fTime,bu_1fGTime,bu_2fGTime,bu_3fGTime,bu_4_2fTime,bu_6_4fTime,bu_8_6fTime,budam,buga1,buga2,buga3,chaksun1,chaksun2,chaksun3,chaksun4,chaksun5,chulNo,diffUnit,hrName,hrNo,hrTool,ilsu,jeG1fTime,jeG3fTime,jeS1fTime,je_1cTime,je_2cTime,je_3cTime,je_4cTime,jkName,jkNo,meet,name,ord,ordBigo,owName,owNo,plcOdds,prizeCond,rank,rankRise,rating,rcDate,rcDay,rcDist,rcName,rcNo,rcTime,seG1fAccTime,seG3fAccTime,seS1fAccTime,se_1cAccTime,se_2cAccTime,se_3cAccTime,se_4cAccTime,sex,sjG1fOrd,sjG3fOrd,sjS1fOrd,sj_1cOrd,sj_2cOrd,sj_3cOrd,sj_4cOrd,trName,trNo,track,wgBudam,wgBudamBigo,wgHr,wgJk,winOdds,weather
0,4,연령오픈,20190227,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,9,-,애니싱스,0044639,"계란형큰,망사눈",66,0,0,0,0,0,0,0,전진구,080580,부경,한국,0,-,강영종,065003,0.0,R0~0,국6등급,0,0,20230903,일요일,1200,일반,1,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,박재호,070226, (0%),54.0,-,0(),0,0.0,
1,2,연령오픈,20210310,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,6,-,비케이워리어,1412332,"Triabit ,망사",66,0,0,0,0,0,0,0,박재이,080546,부경,한국,0,-,함승원,109142,0.0,R0~0,국6등급,0,0,20230903,일요일,1200,일반,1,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,강형곤,070134, (0%),52.5,-,0(),0,0.0,
2,2,연령오픈,20210420,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,7,-,퍼펙트액션,0047445,"계란형큰,망사,승인편자,혀끈+",66,0,0,0,0,0,0,0,채상현,080532,부경,한국,0,-,현길림,105031,0.0,R0~0,국6등급,0,0,20230903,일요일,1200,일반,1,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,강은석,070223, (0%),52.5,-,0(),0,0.0,
3,2,연령오픈,20210123,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,8,-,퓨어댄스,0047381,"JR러깅,망사",66,0,0,0,0,0,0,0,모준호,080600,부경,한국,0,-,이시돌협회,103012,0.0,R0~0,국6등급,0,0,20230903,일요일,1200,일반,1,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,울즐리,070156, (0%),52.5,-,0(),0,0.0,
4,2,연령오픈,20210319,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,12,-,투투머니건,0047310,"Triabit ,망사+",66,0,0,0,0,0,0,0,김동영,080401,부경,한국,0,-,강용익,105137,0.0,R0~0,국6등급,0,0,20230903,일요일,1200,일반,1,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,조용배,070137, (0%),52.5,-,0(),0,0.0,
5,2,연령오픈,20210418,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,5,-,코이누르,0047177,"Triabit ,망사",66,0,0,0,0,0,0,0,최시대,080423,부경,한국,0,-,이장현,117004,0.0,R0~0,국6등급,0,0,20230903,일요일,1200,일반,1,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,백광열,070130, (0%),52.5,-,0(),0,0.0,
6,2,연령오픈,20210323,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,10,-,마이멜로디,0047005,"계란형큰+,망사",66,0,0,0,0,0,0,0,김혜선,080456,부경,한국,0,-,송승규,112274,0.0,R0~0,국6등급,0,0,20230903,일요일,1200,일반,1,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,임성실,070251, (0%),52.5,-,0(),0,0.0,
7,2,연령오픈,20210219,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,4,-,비케이제나,0046766,"JR러깅,망사",66,0,0,0,0,0,0,0,윤형석,080607,부경,한국,0,-,함승원,109142,0.0,R0~0,국6등급,0,0,20230903,일요일,1200,일반,1,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,강형곤,070134, (0%),51.5,-,0(),-1,0.0,
8,3,연령오픈,20200501,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,3,-,투데이퀸,0046543,"Triabit ,망사",66,0,0,0,0,0,0,0,이효식,080564,부경,한국,0,-,이정국,106106,0.0,R0~0,국6등급,0,0,20230903,일요일,1200,일반,1,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,문현철,070249, (0%),54.0,-,0(),0,0.0,
9,3,연령오픈,20200227,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,2,-,위크스페셜,0045944,"계란형큰,망사",66,0,0,0,0,0,0,0,정우주,080588,부경,한국,0,-,신승한,111084,0.0,R0~0,국6등급,0,0,20230903,일요일,1200,일반,1,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,강은석,070223, (0%),54.0,-,0(),0,0.0,
10,3,연령오픈,20200308,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,11,-,최강위크,0045943,"망사,반가지큰",66,0,0,0,0,0,0,0,송경윤,080421,부경,한국,0,-,고경현,065008,0.0,R0~0,국6등급,0,0,20230903,일요일,1200,일반,1,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,구영준,070176, (0%),54.0,-,0(),0,0.0,
11,3,연령오픈,20200309,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,1,-,록스,0045252,"계란형큰,망사",66,0,0,0,0,0,0,0,김어수,080403,부경,한국,0,-,변공민,104078,0.0,R0~0,국6등급,0,0,20230903,일요일,1200,일반,1,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,김길중,070126, (0%),54.0,-,0(),0,0.0,
12,2,연령오픈,20210417,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,6,-,운주위너,1412358,"JR러깅+,망사+,망사눈-,반가지큰-",66,0,0,0,0,0,0,0,신윤섭,080606,부경,한국,0,-,부수선,118013,0.0,R0~0,국6등급,0,0,20230903,일요일,1400,일반,2,0.0,0,0,0,0,0,0,0,수,0,0,0,0,0,0,0,강은석,070223, (0%),54.5,-,0(),0,0.0,
13,2,연령오픈,20210308,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,3,-,닥터레오,0047285,"계란형큰,망사",66,0,0,0,0,0,0,0,최시대,080423,부경,한국,0,-,권혁희,117002,0.0,R0~0,국6등급,0,0,20230903,일요일,1400,일반,2,0.0,0,0,0,0,0,0,0,수,0,0,0,0,0,0,0,백광열,070130, (0%),54.5,-,0(),0,0.0,
14,3,연령오픈,20200416,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,9,-,하늘불패,0046391,"Triabit ,망사",66,0,0,0,0,0,0,0,서승운,080484,부경,한국,0,-,허도행,104127,0.0,R0~0,국6등급,0,0,20230903,일요일,1400,일반,2,0.0,0,0,0,0,0,0,0,수,0,0,0,0,0,0,0,박재호,070226, (0%),56.0,-,0(),0,0.0,
15,3,연령오픈,20200323,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,4,-,모스트래피드,0046264,"눈가면,반가지큰",66,0,0,0,0,0,0,0,모준호,080600,부경,한국,0,-,류주영,112004,0.0,R0~0,국6등급,0,0,20230903,일요일,1400,일반,2,0.0,0,0,0,0,0,0,0,거,0,0,0,0,0,0,0,임금만,070128, (0%),56.0,-,0(),0,0.0,
16,3,연령오픈,20200325,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,12,-,플라잉다이아,0045834,"계란형큰,망사,승인편자,혀끈",66,0,0,0,0,0,0,0,박재이,080546,부경,한국,0,-,김형순,110028,0.0,R0~0,국6등급,0,0,20230903,일요일,1400,일반,2,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,안우성,070180, (0%),54.0,-,0(),0,0.0,
17,3,연령오픈,20200410,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,7,-,해피브리애나,0045636,"계란형큰,망사",66,0,0,0,0,0,0,0,채상현,080532,부경,한국,0,-,김호종,065079,0.0,R0~0,국6등급,0,0,20230903,일요일,1400,일반,2,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,구민성,070173, (0%),54.0,-,0(),0,0.0,
18,3,연령오픈,20200210,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,5,-,탑볼트,0045363,"계란형큰,망사",66,0,0,0,0,0,0,0,이홍락,080610,부경,한국,0,-,김정두,065066,0.0,R0~0,국6등급,0,0,20230903,일요일,1400,일반,2,0.0,0,0,0,0,0,0,0,수,0,0,0,0,0,0,0,최기홍,070129, (0%),53.0,-,0(),-3,0.0,
19,3,연령오픈,20200212,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,8,-,파이어매직,0045189,"Triabit ,망사눈,혀끈",66,0,0,0,0,0,0,0,김어수,080403,부경,한국,0,-,전주동,122002,0.0,R0~0,국6등급,0,0,20230903,일요일,1400,일반,2,0.0,0,0,0,0,0,0,0,거,0,0,0,0,0,0,0,이상영,070141, (0%),56.0,-,0(),0,0.0,
20,4,연령오픈,20190501,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,10,-,킥앤드러시,0044646,"계란형큰,망사",66,0,0,0,0,0,0,0,이효식,080564,부경,한국,0,-,조규일,119041,0.0,R0~0,국6등급,0,0,20230903,일요일,1400,일반,2,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,장세한,070127, (0%),54.0,-,0(),0,0.0,
21,4,연령오픈,20190128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,11,-,원더풀임팩트,0043721,"망사,반가지큰",66,0,0,0,0,0,0,0,송경윤,080421,부경,한국,0,-,(주)녹원목장,106204,0.0,R0~0,국6등급,0,0,20230903,일요일,1400,일반,2,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,토마스,070194, (0%),54.0,-,0(),0,0.0,
22,4,연령오픈,20190426,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,2,-,영성프린스,0044298,"계란형큰,망사",66,0,0,0,0,0,0,0,정우주,080588,부경,한국,0,-,김영순,117003,0.0,R0~0,국6등급,0,0,20230903,일요일,1400,일반,2,0.0,0,0,0,0,0,0,0,거,0,0,0,0,0,0,0,최기홍,070129, (0%),56.0,-,0(),0,0.0,
23,4,연령오픈,20190304,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,1,-,윈스팅,0044435,반가지큰,66,0,0,0,0,0,0,0,전진구,080580,부경,한국,0,-,김혜진,118011,0.0,R0~0,국6등급,0,0,20230903,일요일,1400,일반,2,0.0,0,0,0,0,0,0,0,거,0,0,0,0,0,0,0,임금만,070128, (0%),56.0,-,0(),0,0.0,
24,3,연령오픈,20200227,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,10,-,조이준마,0051922,"계란형큰,망사,혀끈",66,0,0,0,0,0,0,0,김어수,080403,부경,미국,0,-,조성우,119004,0.0,R1~35,국5등급,0,34,20230903,일요일,1400,일반,3,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,강은석,070223, (0%),54.5,-,0(),0,0.0,
25,3,연령오픈,20200406,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,3,-,상상그이상,0045872,"계란형큰,망사",66,0,0,0,0,0,0,0,이성재,080431,부경,한국,0,-,이장현,117004,0.0,R1~35,국5등급,0,29,20230903,일요일,1400,일반,3,0.0,0,0,0,0,0,0,0,수,0,0,0,0,0,0,0,백광열,070130, (0%),54.0,-,0(),0,0.0,
26,3,연령오픈,20200330,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,5,-,너가최고,0045810,"망사눈,반가지큰",66,0,0,0,0,0,0,0,서승운,080484,부경,한국,0,-,범한산업,106114,0.0,R1~35,국5등급,0,30,20230903,일요일,1400,일반,3,0.0,0,0,0,0,0,0,0,거,0,0,0,0,0,0,0,김길중,070126, (0%),54.5,-,0(),0,0.0,
27,3,연령오픈,20200401,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,8,-,남해미소,0045809,"망사,반가지큰",66,0,0,0,0,0,0,0,송경윤,080421,부경,한국,0,-,김갑수,104146,0.0,R1~35,국5등급,0,31,20230903,일요일,1400,일반,3,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,구영준,070176, (0%),53.0,-,0(),0,0.0,
28,5,연령오픈,20180427,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,7,-,히든찰리,0045670,"계란형큰,망사눈",66,0,0,0,0,0,0,0,채상현,080532,부경,미국,0,-,홍경표,106092,0.0,R1~35,국5등급,0,30,20230903,일요일,1400,일반,3,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,라이스,070186, (0%),52.5,-,0(),0,0.0,
29,3,연령오픈,20200330,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,2,-,삼바스텝,0045401,"JR러깅,망사눈,혀끈",66,0,0,0,0,0,0,0,모준호,080600,부경,한국,0,-,유상호,104103,0.0,R1~35,국5등급,0,31,20230903,일요일,1400,일반,3,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,문현철,070249, (0%),53.0,-,0(),0,0.0,
30,3,연령오픈,20200228,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,11,-,강서절영,0045376,"계란형큰,망사",66,0,0,0,0,0,0,0,정우주,080588,부경,한국,0,-,(주)디알엠씨티,114026,0.0,R1~35,국5등급,0,30,20230903,일요일,1400,일반,3,0.0,0,0,0,0,0,0,0,거,0,0,0,0,0,0,0,김영관,070123, (0%),54.5,-,0(),0,0.0,
31,4,연령오픈,20190422,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,1,-,렛잇고,0044850,"망사,반가지큰",66,0,0,0,0,0,0,0,신윤섭,080606,부경,한국,0,-,류화영,113115,0.0,R1~35,국5등급,0,25,20230903,일요일,1400,일반,3,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,장세한,070127, (0%),52.0,*,0(),0,0.0,
32,5,연령오픈,20180101,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,6,-,퍼스트파크,0042218,"Triabit ,망사",66,0,0,0,0,0,0,0,김동영,080401,부경,한국,0,-,곽종수,104123,0.0,R1~35,국5등급,0,32,20230903,일요일,1400,일반,3,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,이상영,070141, (0%),53.5,-,0(),0,0.0,
33,5,연령오픈,20180429,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,4,-,머니백,0041990,"계란형큰,망사눈",66,0,0,0,0,0,0,0,최은경,080566,부경,한국,0,-,유수태,105038,0.0,R1~35,국5등급,0,31,20230903,일요일,1400,일반,3,0.0,0,0,0,0,0,0,0,수,0,0,0,0,0,0,0,방동석,070142, (0%),55.0,-,0(),0,0.0,
34,3,연령오픈,20200418,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,9,-,성실양구,0046544,망사,66,0,0,0,0,0,0,0,정동철,080482,부경,한국,0,-,이동훈,104112,0.0,R1~35,국5등급,0,30,20230903,일요일,1400,일반,3,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,장세한,070127, (0%),52.5,-,0(),0,0.0,
35,6,연령오픈,20170405,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,4,-,비스틀리,0041314,"눈가면,혀끈,양털코-",66,0,0,0,0,0,0,0,권오찬,080604,부경,한국,0,-,임병효,104134,0.0,R1~50,국4등급,0,47,20230903,일요일,1200,일반,4,0.0,0,0,0,0,0,0,0,거,0,0,0,0,0,0,0,라이스,070186, (0%),54.0,-,0(),-3,0.0,
36,4,연령오픈,20190213,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,11,-,오션스톰,0043775,"Triabit ,망사눈,자극판",66,0,0,0,0,0,0,0,김어수,080403,부경,한국,0,-,김규조,112301,0.0,R1~50,국4등급,0,44,20230903,일요일,1200,일반,4,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,이상영,070141, (0%),53.5,-,0(),0,0.0,
37,4,연령오픈,20190413,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,7,-,스페셜히어로,0044374,"Triabit ,망사",66,0,0,0,0,0,0,0,정우주,080588,부경,한국,0,-,이혜란,104102,0.0,R1~50,국4등급,0,38,20230903,일요일,1200,일반,4,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,강형곤,070134, (0%),51.0,-,0(),0,0.0,
38,4,연령오픈,20190409,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,8,-,아너칼,0044469,"Triabit +,계란형큰-",66,0,0,0,0,0,0,0,이효식,080564,부경,한국,0,-,이광림,065102,0.0,R1~50,국4등급,0,40,20230903,일요일,1200,일반,4,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,김효석,070262, (0%),52.0,*,0(),0,0.0,
39,4,연령오픈,20190507,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,3,-,아트켈리,0044477,"반가지큰,승인편자,혀끈-",66,0,0,0,0,0,0,0,김혜선,080456,부경,한국,0,-,최동윤,113124,0.0,R1~50,국4등급,0,41,20230903,일요일,1200,일반,4,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,안우성,070180, (0%),52.0,-,0(),0,0.0,
40,4,연령오픈,20190412,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,6,-,야생화,0044536,망사눈,66,0,0,0,0,0,0,0,이성재,080431,부경,한국,0,-,페가수스,065127,0.0,R1~50,국4등급,0,43,20230903,일요일,1200,일반,4,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,울즐리,070156, (0%),53.0,-,0(),0,0.0,
41,3,연령오픈,20200212,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,1,-,닥터쿠쿠,0045180,"계란형큰,망사눈",66,0,0,0,0,0,0,0,최은경,080566,부경,한국,0,-,권혁희,117002,0.0,R1~50,국4등급,0,37,20230903,일요일,1200,일반,4,0.0,0,0,0,0,0,0,0,거,0,0,0,0,0,0,0,백광열,070130, (0%),52.0,-,0(),0,0.0,
42,3,연령오픈,20200214,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,5,-,골드로즈,0045216,"Triabit ,망사눈",66,0,0,0,0,0,0,0,서승운,080484,부경,한국,0,-,손병철,110058,0.0,R1~50,국4등급,0,47,20230903,일요일,1200,일반,4,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,권승주,070086, (0%),55.0,-,0(),0,0.0,
43,3,연령오픈,20200227,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,2,-,오케이스타,0045337,"계란형큰,망사눈",66,0,0,0,0,0,0,0,채상현,080532,부경,한국,0,-,김지현,114030,0.0,R1~50,국4등급,0,38,20230903,일요일,1200,일반,4,0.0,0,0,0,0,0,0,0,수,0,0,0,0,0,0,0,윤영훈,070133, (0%),52.5,-,0(),0,0.0,
44,3,연령오픈,20200409,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,10,-,그래핀랩월드,0046225,"계란형큰,혀끈",66,0,0,0,0,0,0,0,김동영,080401,부경,한국,0,-,이성인,112003,0.0,R1~50,국4등급,0,43,20230903,일요일,1200,일반,4,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,양귀선,070125, (0%),53.0,-,0(),0,0.0,
45,3,연령오픈,20200329,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,9,-,불의축제,0046451,"Triabit ,망사",66,0,0,0,0,0,0,0,윤형석,080607,부경,한국,0,-,이혜란,104102,0.0,R1~50,국4등급,0,39,20230903,일요일,1200,일반,4,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,강형곤,070134, (0%),51.0,-,0(),-1,0.0,
46,3,연령오픈,20200213,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,핸디캡,0,0,0,41250000,16500000,10500000,3750000,3000000,7,-,피플파워,0046102,"Triabit ,망사눈",66,0,0,0,0,0,0,0,모준호,080600,부경,한국,0,-,강봉한,113119,0.0,R1~65,국3등급,0,54,20230903,일요일,1600,일반,5,0.0,0,0,0,0,0,0,0,암,0,0,0,0,0,0,0,권승주,070086, (0%),52.0,*,0(),0,0.0,
